Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2025-03-01 00:00:00,12,80.0,2.1,98.0,1.0,-9999.0,1.0,67.8845,1.0,22.3084,1.0,90.193,1.0,-9999.0,1.0,-9999.0,1.0,2.60361,2.1,-9999.0,1.0,123.599,1.0,86.678,1.0,640.48,1.0,0.0,1.0,-9999.0,1.0,20.131,1.0,0.052,1.0
2025-03-01 01:00:00,12,40.0,1.0,60.0,1.0,-9999.0,1.0,81.602,1.0,24.4746,1.0,106.077,1.0,-9999.0,1.0,-9999.0,1.0,3.63099,2.5,-9999.0,1.0,178.172,1.0,87.02,1.0,639.892,1.0,0.0,1.0,-9999.0,1.0,20.114,1.0,0.364,1.0
2025-03-01 02:00:00,12,34.0,1.0,60.0,1.0,-9999.0,1.0,72.8599,1.0,23.1254,1.0,95.9853,1.0,-9999.0,1.0,-9999.0,1.0,4.05438,2.5,-9999.0,1.0,205.471,1.0,87.032,1.0,639.511,1.0,0.0,1.0,-9999.0,1.0,19.749,1.0,0.053,1.0
2025-03-01 03:00:00,12,31.0,1.0,55.0,1.0,-9999.0,1.0,67.4691,1.0,23.5621,1.0,91.0312,1.0,-9999.0,1.0,-9999.0,1.0,4.02391,2.5,-9999.0,1.0,154.389,1.0,86.769,1.0,639.167,1.0,0.0,1.0,-9999.0,1.0,19.979,1.0,0.218,1.0
2025-03-01 04:00:00,12,29.0,1.0,58.0,1.0,-9999.0,1.0,61.0152,1.0,20.4617,1.0,81.4769,1.0,-9999.0,1.0,-9999.0,1.0,3.99723,2.5,-9999.0,1.0,95.22,1.0,84.852,1.0,639.246,1.0,0.0,1.0,-9999.0,1.0,19.879,1.0,0.154,1.0
2025-03-01 05:00:00,12,31.0,1.0,48.0,1.0,-9999.0,1.0,44.0429,1.0,18.1848,1.0,62.2277,1.0,-9999.0,1.0,-9999.0,1.0,3.13921,2.5,-9999.0,1.0,58.422,1.0,85.116,1.0,639.485,1.0,0.0,1.0,-9999.0,1.0,19.867,1.0,0.187,1.0
2025-03-01 06:00:00,12,36.0,1.0,52.0,1.0,-9999.0,1.0,53.1338,1.0,17.5644,1.0,70.6981,1.0,-9999.0,1.0,-9999.0,1.0,4.24805,2.5,-9999.0,1.0,20.824,1.0,87.328,1.0,639.935,1.0,0.0,1.0,-9999.0,1.0,19.952,1.0,0.354,1.0
2025-03-01 07:00:00,12,54.0,1.0,69.0,1.0,-9999.0,1.0,108.223,2.3,22.2973,1.0,130.52,1.0,-9999.0,1.0,-9999.0,1.0,10.631,2.5,-9999.0,1.0,38.221,1.0,83.225,1.0,640.722,1.0,0.0,1.0,-9999.0,1.0,20.572,1.0,0.427,1.0
2025-03-01 08:00:00,12,38.0,1.0,59.0,1.0,-9999.0,1.0,80.6938,1.0,24.4987,1.0,105.192,1.0,-9999.0,1.0,-9999.0,1.0,8.2183,2.5,-9999.0,1.0,33.557,1.0,78.788,1.0,641.03,1.0,0.0,1.0,-9999.0,1.0,21.723,1.0,0.08,1.0
2025-03-01 09:00:00,12,43.0,1.0,55.0,1.0,-9999.0,1.0,48.6342,1.0,30.4448,1.0,79.079,1.0,-9999.0,1.0,-9999.0,1.0,5.77482,2.5,-9999.0,1.0,205.341,1.0,69.643,1.0,641.244,1.0,0.0,1.0,-9999.0,1.0,23.896,1.0,0.198,1.0
2025-03-01 10:00:00,12,24.0,1.0,45.0,1.0,-9999.0,1.0,28.1477,1.0,29.7584,1.0,57.9061,1.0,-9999.0,1.0,-9999.0,1.0,3.99904,2.5,-9999.0,1.0,33.938,1.0,60.951,1.0,640.407,1.0,0.0,1.0,-9999.0,1.0,25.877,1.0,0.244,1.0
2025-03-01 11:00:00,12,21.0,1.0,36.0,1.0,-9999.0,1.0,14.9179,1.0,19.4593,1.0,34.3772,1.0,-9999.0,1.0,-9999.0,1.0,1.79559,2.5,-9999.0,1.0,208.936,1.0,57.097,1.0,639.507,1.0,0.0,1.0,-9999.0,1.0,27.436,1.0,0.386,1.0
2025-03-01 12:00:00,12,35.0,1.0,46.0,1.0,-9999.0,1.0,11.3295,1.0,24.7967,1.0,36.1262,1.0,-9999.0,1.0,-9999.0,1.0,1.52575,2.5,-9999.0,1.0,194.557,1.0,51.736,1.0,638.55,1.0,0.0,1.0,-9999.0,1.0,28.895,1.0,0.917,1.0
2025-03-01 13:00:00,12,26.0,1.0,37.0,1.0,-9999.0,1.0,9.7489,1.0,36.0284,1.0,45.7773,1.0,-9999.0,1.0,-9999.0,1.0,1.66091,2.5,-9999.0,1.0,60.886,1.0,47.095,1.0,637.506,1.0,0.0,1.0,-9999.0,1.0,30.162,1.0,0.15,1.0
2025-03-01 14:00:00,12,24.0,1.0,34.0,1.0,-9999.0,1.0,5.8928,1.0,20.1299,1.0,26.0227,1.0,-9999.0,1.0,-9999.0,1.0,1.41003,2.5,-9999.0,1.0,188.97,1.0,58.023,1.0,637.239,1.0,0.02,1.0,-9999.0,1.0,27.499,1.0,0.722,1.0
2025-03-01 15:00:00,12,20.0,1.0,27.0,1.0,-9999.0,1.0,8.7597,1.0,23.7777,1.0,32.5374,1.0,-9999.0,1.0,-9999.0,1.0,1.274,2.5,-9999.0,1.0,195.072,1.0,65.284,1.0,637.295,1.0,0.01,1.0,-9999.0,1.0,25.492,1.0,0.656,1.0
2025-03-01 16:00:00,12,9.0,1.0,31.0,1.0,-9999.0,1.0,6.7541,1.0,40.3111,1.0,47.0652,1.0,-9999.0,1.0,-9999.0,1.0,2.0116,2.5,-9999.0,1.0,194.942,1.0,66.318,1.0,637.316,1.0,0.0,1.0,-9999.0,1.0,24.993,1.0,0.763,1.0
2025-03-01 17:00:00,12,19.0,1.0,34.0,1.0,-9999.0,1.0,11.4857,1.0,50.575,1.0,62.0607,1.0,-9999.0,1.0,-9999.0,1.0,2.30201,2.5,-9999.0,1.0,181.97,1.0,69.584,1.0,637.482,1.0,0.0,1.0,-9999.0,1.0,24.44,1.0,0.611,1.0
2025-03-01 18:00:00,12,23.0,1.0,41.0,1.0,-9999.0,1.0,12.3781,1.0,49.2784,1.0,61.6565,1.0,-9999.0,1.0,-9999.0,1.0,2.40204,2.5,-9999.0,1.0,123.765,1.0,72.032,1.0,638.037,1.0,0.0,1.0,-9999.0,1.0,24.118,1.0,0.132,1.0
2025-03-01 19:00:00,12,30.0,1.0,42.0,1.0,-9999.0,1.0,25.6216,1.0,49.3983,1.0,75.0199,1.0,-9999.0,1.0,-9999.0,1.0,3.19202,2.5,-9999.0,1.0,18.277,1.0,76.548,1.0,638.584,1.0,0.0,1.0,-9999.0,1.0,23.697,1.0,0.625,1.0
2025-03-01 20:00:00,12,38.0,1.0,43.0,1.0,-9999.0,1.0,26.1112,1.0,29.069,1.0,55.1802,1.0,-9999.0,1.0,-9999.0,1.0,2.76546,2.5,-9999.0,1.0,11.656,1.0,79.05,1.0,639.186,1.0,0.0,1.0,-9999.0,1.0,23.341,1.0,0.371,1.0
2025-03-01 21:00:00,12,32.0,1.0,47.0,1.0,-9999.0,1.0,23.3184,1.0,27.782,1.0,51.1005,1.0,-9999.0,1.0,-9999.0,1.0,2.72508,2.5,-9999.0,1.0,22.785,1.0,82.273,1.0,639.922,1.0,0.0,1.0,-9999.0,1.0,22.857,1.0,0.282,1.0
2025-03-01 22:00:00,12,25.0,1.0,39.0,1.0,-9999.0,1.0,17.7594,1.0,21.9558,1.0,39.7152,1.0,-9999.0,1.0,-9999.0,1.0,2.37706,2.5,-9999.0,1.0,21.617,1.0,84.639,1.0,640.408,1.0,0.0,1.0,-9999.0,1.0,22.288,1.0,0.305,1.0
2025-03-01 23:00:00,12,35.0,1.0,42.0,1.0,-9999.0,1.0,12.6462,1.0,21.0402,1.0,33.6864,1.0,-9999.0,1.0,-9999.0,1.0,2.17381,2.5,-9999.0,1.0,29.922,1.0,86.766,1.0,640.594,1.0,0.0,1.0,-9999.0,1.0,21.631,1.0,0.47,1.0
2025-03-02 00:00:00,12,31.0,1.0,56.0,1.0,-9999.0,1.0,17.1251,1.0,20.1309,1.0,37.256,1.0,-9999.0,1.0,-9999.0,1.0,2.70737,2.1,-9999.0,1.0,29.746,1.0,87.946,1.0,640.437,1.0,0.0,1.0,-9999.0,1.0,21.072,1.0,0.516,1.0
2025-03-02 01:00:00,12,32.0,1.0,44.0,1.0,-9999.0,1.0,16.6253,1.0,16.4952,1.0,33.1205,1.0,-9999.0,1.0,-9999.0,1.0,3.01573,2.5,-9999.0,1.0,28.54,1.0,89.37,1.0,640.24,1.0,0.0,1.0,-9999.0,1.0,20.374,1.0,0.67,1.0
2025-03-02 02:00:00,12,34.0,1.0,48.0,1.0,-9999.0,1.0,11.4191,1.0,12.8114,1.0,24.2305,1.0,-9999.0,1.0,-9999.0,1.0,3.01842,2.5,-9999.0,1.0,16.907,1.0,89.106,1.0,639.521,1.0,0.0,1.0,-9999.0,1.0,19.916,1.0,0.308,1.0
2025-03-02 03:00:00,12,28.0,1.0,49.0,1.0,-9999.0,1.0,14.7985,1.0,14.6028,1.0,29.4013,1.0,-9999.0,1.0,-9999.0,1.0,3.36982,2.5,-9999.0,1.0,26.96,1.0,89.017,1.0,639.289,1.0,0.0,1.0,-9999.0,1.0,19.42,1.0,0.316,1.0
2025-03-02 04:00:00,12,27.0,1.0,40.0,1.0,-9999.0,1.0,15.6161,1.0,14.5007,1.0,30.1168,1.0,-9999.0,1.0,-9999.0,1.0,4.68977,2.5,-9999.0,1.0,18.877,1.0,87.646,1.0,639.293,1.0,0.0,1.0,-9999.0,1.0,18.816,1.0,0.297,1.0
2025-03-02 05:00:00,12,18.0,1.0,36.0,1.0,-9999.0,1.0,18.1185,1.0,13.919,1.0,32.0375,1.0,-9999.0,1.0,-9999.0,1.0,5.62478,2.5,-9999.0,1.0,36.881,1.0,87.474,1.0,639.763,1.0,0.0,1.0,-9999.0,1.0,18.425,1.0,0.251,1.0
2025-03-02 06:00:00,12,47.0,1.0,69.0,1.0,-9999.0,1.0,36.3056,1.0,14.8948,1.0,51.2004,1.0,-9999.0,1.0,-9999.0,1.0,6.11694,2.5,-9999.0,1.0,54.977,1.0,83.981,1.0,640.537,1.0,0.0,1.0,-9999.0,1.0,18.423,1.0,0.309,1.0
2025-03-02 07:00:00,12,29.0,1.0,34.0,1.0,-9999.0,1.0,40.2177,1.0,15.6232,1.0,55.8409,1.0,-9999.0,1.0,-9999.0,1.0,6.7297,2.5,-9999.0,1.0,40.621,1.0,77.681,1.0,640.942,1.0,0.0,1.0,-9999.0,1.0,19.71,1.0,0.265,1.0
2025-03-02 08:00:00,12,31.0,1.0,38.0,1.0,-9999.0,1.0,35.9483,1.0,19.9401,1.0,55.8884,1.0,-9999.0,1.0,-9999.0,1.0,4.23622,2.5,-9999.0,1.0,180.595,1.0,73.546,1.0,641.334,1.0,0.0,1.0,-9999.0,1.0,22.148,1.0,0.071,1.0
2025-03-02 09:00:00,12,34.0,1.0,39.0,1.0,-9999.0,1.0,28.4609,1.0,21.8067,1.0,50.2676,1.0,-9999.0,1.0,-9999.0,1.0,4.19746,2.5,-9999.0,1.0,132.906,1.0,65.615,1.0,641.078,1.0,0.0,1.0,-9999.0,1.0,23.709,1.0,0.09,1.0
2025-03-02 10:00:00,12,23.0,1.0,31.0,1.0,-9999.0,1.0,11.3604,1.0,16.3545,1.0,27.7148,1.0,-9999.0,1.0,-9999.0,1.0,2.59005,2.5,-9999.0,1.0,35.912,1.0,59.434,1.0,640.685,1.0,0.0,1.0,-9999.0,1.0,25.49,1.0,0.193,1.0
2025-03-02 11:00:00,12,21.0,1.0,30.0,1.0,-9999.0,1.0,4.9527,1.0,9.3028,1.0,14.2555,1.0,-9999.0,1.0,-9999.0,1.0,1.46651,2.5,-9999.0,1.0,19.791,1.0,54.578,1.0,639.922,1.0,0.0,1.0,-9999.0,1.0,26.933,1.0,0.423,1.0
2025-03-02 12:00:00,12,28.0,1.0,35.0,1.0,-9999.0,1.0,4.5435,1.0,9.0981,1.0,13.6416,1.0,-9999.0,1.0,-9999.0,1.0,1.24818,2.5,-9999.0,1.0,171.36,1.0,48.524,1.0,639.117,1.0,0.0,1.0,-9999.0,1.0,28.716,1.0,0.326,1.0
2025-03-02 13:00:00,12,29.0,1.0,34.0,1.0,-9999.0,1.0,4.2157,1.0,10.7679,1.0,14.9836,1.0,-9999.0,1.0,-9999.0,1.0,1.21508,2.5,-9999.0,1.0,0.77,1.0,45.129,1.0,638.254,1.0,0.0,1.0,-9999.0,1.0,29.841,1.0,0.479,1.0
2025-03-02 14:00:00,12,21.0,1.0,33.0,1.0,-9999.0,1.0,3.1253,1.0,11.1894,1.0,14.3147,1.0,-9999.0,1.0,-9999.0,1.0,1.4167,2.5,-9999.0,1.0,11.925,1.0,44.014,1.0,637.671,1.0,0.0,1.0,-9999.0,1.0,30.727,1.0,0.439,1.0
2025-03-02 15:00:00,12,15.0,1.0,39.0,1.0,-9999.0,1.0,5.7189,1.0,11.2977,1.0,17.0166,1.0,-9999.0,1.0,-9999.0,1.0,1.61424,2.5,-9999.0,1.0,29.365,1.0,48.832,1.0,637.207,1.0,0.0,1.0,-9999.0,1.0,30.594,1.0,0.225,1.0
2025-03-02 16:00:00,12,21.0,1.0,36.0,1.0,-9999.0,1.0,7.7276,1.0,12.7901,1.0,20.5177,1.0,-9999.0,1.0,-9999.0,1.0,2.09181,2.5,-9999.0,1.0,9.632,1.0,53.26,1.0,637.318,1.0,0.0,1.0,-9999.0,1.0,29.115,1.0,0.803,1.0
2025-03-02 17:00:00,12,18.0,1.0,37.0,1.0,-9999.0,1.0,9.528,1.0,11.473,1.0,21.0009,1.0,-9999.0,1.0,-9999.0,1.0,2.04428,2.5,-9999.0,1.0,66.953,1.0,59.8,1.0,637.698,1.0,0.0,1.0,-9999.0,1.0,27.182,1.0,0.134,1.0
2025-03-02 18:00:00,12,21.0,1.0,38.0,1.0,-9999.0,1.0,10.0596,1.0,20.5083,1.0,30.568,1.0,-9999.0,1.0,-9999.0,1.0,2.20484,2.5,-9999.0,1.0,210.845,1.0,67.231,1.0,638.393,1.0,0.0,1.0,-9999.0,1.0,24.84,1.0,1.037,1.0
2025-03-02 19:00:00,12,8.0,1.0,14.0,2.1,-9999.0,1.0,4.1361,1.0,19.8413,1.0,23.9774,1.0,-9999.0,1.0,-9999.0,1.0,1.99191,2.5,-9999.0,1.0,205.136,1.0,71.034,1.0,639.011,1.0,0.0,1.0,-9999.0,1.0,23.169,1.0,0.728,1.0
2025-03-02 20:00:00,12,3.0,2.1,20.0,2.1,-9999.0,1.0,2.2758,2.1,18.416,1.0,20.6917,1.0,-9999.0,1.0,-9999.0,1.0,1.5404,2.5,-9999.0,1.0,194.873,1.0,72.893,1.0,639.641,1.0,0.15,1.0,-9999.0,1.0,22.766,1.0,0.472,1.0
2025-03-02 21:00:00,12,17.0,1.0,30.0,1.0,-9999.0,1.0,2.4284,2.1,22.8134,1.0,25.2417,1.0,-9999.0,1.0,-9999.0,1.0,1.63303,2.5,-9999.0,1.0,209.057,1.0,79.009,1.0,640.204,1.0,0.05,1.0,-9999.0,1.0,22.229,1.0,0.339,1.0
2025-03-02 22:00:00,12,19.0,1.0,39.0,1.0,-9999.0,1.0,5.2052,1.0,23.7661,1.0,28.9714,1.0,-9999.0,1.0,-9999.0,1.0,2.08186,2.5,-9999.0,1.0,215.127,1.0,79.037,1.0,640.48,1.0,0.0,1.0,-9999.0,1.0,22.116,1.0,0.457,1.0
